rank,customerID,calibrated_probability,actual_churn,budget_before,success,budget_after,cumulative_profit
225,4983-CCWMC,0.5858823529411764,0,14860,False,14850,13850
226,5022-JNQEQ,0.5858823529411764,0,14850,False,14840,13840
227,5133-POWUA,0.5858823529411764,0,14840,False,14830,13830
228,5144-TVGLP,0.5858823529411764,0,14830,False,14820,13820
229,5228-EXCET,0.5858823529411764,1,14820,True,14910,13910
230,5331-RGMTT,0.5858823529411764,0,14910,False,14900,13900
231,5351-QESIO,0.5858823529411764,0,14900,False,14890,13890
232,5380-WJKOV,0.5858823529411764,1,14890,True,14980,13980
233,5442-BHQNG,0.5858823529411764,0,14980,False,14970,13970
234,5480-HPRRX,0.5858823529411764,1,14970,True,15060,14060
235,5628-FCGYG,0.5858823529411764,0,15060,False,15050,14050
236,5692-FPTAH,0.5858823529411764,1,15050,True,15140,14140
237,6000-APYLU,0.5858823529411764,1,15140,True,15230,14230
238,6158-HDPXZ,0.5858823529411764,0,15230,False,15220,14220
239,6166-ILMNY,0.5858823529411764,1,15220,True,15310,14310
240,6175-IRFIT,0.5858823529411764,0,15310,False,15300,14300
241,6319-IEJWJ,0.5858823529411764,1,15300,True,15390,14390
242,6338-AVWCY,0.5858823529411764,1,15390,True,15480,14480
243,6481-ESCNL,0.5858823529411764,0,15480,False,15470,14470
244,6507-ZJSUR,0.5858823529411764,0,15470,False,15460,14460
245,6661-HBGWL,0.5858823529411764,1,15460,True,15550,14550
246,6680-WKXRZ,0.5858823529411764,1,15550,True,15640,14640
247,6705-LXORM,0.5858823529411764,0,15640,False,15630,14630
248,6712-OAWRH,0.5858823529411764,1,15630,True,15720,14720
249,6821-BUXUX,0.5858823529411764,1,15720,True,15810,14810
250,6899-PPEEA,0.5858823529411764,1,15810,True,15900,14900
251,7056-IMHCC,0.5858823529411764,1,15900,True,15990,14990
252,7278-CKDNC,0.5858823529411764,0,15990,False,15980,14980
253,7363-QTBIW,0.5858823529411764,0,15980,False,15970,14970
254,7410-YTJIK,0.5858823529411764,1,15970,True,16060,15060
255,7663-RGWBC,0.5858823529411764,1,16060,True,16150,15150
256,7881-EVUAD,0.5858823529411764,1,16150,True,16240,15240
257,7912-SYRQT,0.5858823529411764,1,16240,True,16330,15330
258,7928-VJYAB,0.5858823529411764,0,16330,False,16320,15320
259,7952-OBOYL,0.5858823529411764,0,16320,False,16310,15310
260,8266-VBFQL,0.5858823529411764,0,16310,False,16300,15300
261,8280-MQRQN,0.5858823529411764,1,16300,True,16390,15390
262,8378-LKJAF,0.5858823529411764,0,16390,False,16380,15380
263,8676-TRMJS,0.5858823529411764,1,16380,True,16470,15470
264,8699-ASUFO,0.5858823529411764,1,16470,True,16560,15560
265,8709-KRDVL,0.5858823529411764,0,16560,False,16550,15550
266,8818-DOPVL,0.5858823529411764,0,16550,False,16540,15540
267,8903-XEBGX,0.5858823529411764,0,16540,False,16530,15530
268,8938-UMKPI,0.5858823529411764,1,16530,True,16620,15620
269,8993-PHFWD,0.5858823529411764,1,16620,True,16710,15710
270,9050-QLROH,0.5858823529411764,1,16710,True,16800,15800
271,9054-FOWNV,0.5858823529411764,0,16800,False,16790,15790
272,9227-LUNBG,0.5858823529411764,1,16790,True,16880,15880
273,9576-ANLXO,0.5858823529411764,1,16880,True,16970,15970
274,9638-JIQYA,0.5858823529411764,0,16970,False,16960,15960
275,9692-TUSXH,0.5858823529411764,1,16960,True,17050,16050
276,9741-YLNTD,0.5858823529411764,0,17050,False,17040,16040
277,9752-ZNQUT,0.5858823529411764,0,17040,False,17030,16030
278,9840-DVNDC,0.5858823529411764,1,17030,True,17120,16120
279,9851-KIELU,0.5858823529411764,1,17120,True,17210,16210
280,9866-QEVEE,0.5858823529411764,1,17210,True,17300,16300
281,2955-BJZHG,0.5454545454545454,1,17300,True,17390,16390
282,0581-BXBUB,0.4880952380952381,0,17390,False,17380,16380
283,0988-JRWWP,0.4880952380952381,0,17380,False,17370,16370
284,1035-IPQPU,0.4880952380952381,0,17370,False,17360,16360
285,1658-TJVOA,0.4880952380952381,0,17360,False,17350,16350
286,1942-OQFRW,0.4880952380952381,0,17350,False,17340,16340
287,2187-PKZAY,0.4880952380952381,0,17340,False,17330,16330
288,3524-WQDSG,0.4880952380952381,0,17330,False,17320,16320
289,4154-AQUGT,0.4880952380952381,1,17320,True,17410,16410
290,4647-MUZON,0.4880952380952381,0,17410,False,17400,16400
291,4846-WHAFZ,0.4880952380952381,1,17400,True,17490,16490
292,4919-IKATY,0.4880952380952381,1,17490,True,17580,16580
293,4947-DSMXK,0.4880952380952381,0,17580,False,17570,16570
294,5226-NOZFC,0.4880952380952381,0,17570,False,17560,16560
295,5339-PXDVH,0.4880952380952381,0,17560,False,17550,16550
296,5650-YLIBA,0.4880952380952381,0,17550,False,17540,16540
297,5760-FXFVO,0.4880952380952381,0,17540,False,17530,16530
298,7181-OQCUT,0.4880952380952381,0,17530,False,17520,16520
299,7534-BFESC,0.4880952380952381,1,17520,True,17610,16610
300,8696-JKZNU,0.4880952380952381,1,17610,True,17700,16700
301,8778-LMWTJ,0.4880952380952381,0,17700,False,17690,16690
302,9450-TRJUU,0.4880952380952381,0,17690,False,17680,16680
303,0322-CHQRU,0.475,1,17680,True,17770,16770
304,0682-USIXD,0.475,0,17770,False,17760,16760
305,1894-IGFSG,0.475,1,17760,True,17850,16850
306,2227-JRSJX,0.475,0,17850,False,17840,16840
307,4412-YLTKF,0.475,1,17840,True,17930,16930
308,5889-JTMUL,0.475,1,17930,True,18020,17020
309,7503-QQRVF,0.475,1,18020,True,18110,17110
310,8212-DJRCH,0.475,0,18110,False,18100,17100
311,8621-MNIHH,0.475,1,18100,True,18190,17190
312,9572-WUKSB,0.47316711250235066,0,18190,False,18180,17180
313,0749-IRGQE,0.4642857142857143,0,18180,False,18170,17170
314,0823-HSCDJ,0.4642857142857143,1,18170,True,18260,17260
315,0979-PHULV,0.4642857142857143,1,18260,True,18350,17350
316,1092-GANHU,0.4642857142857143,1,18350,True,18440,17440
317,1240-KNSEZ,0.4642857142857143,1,18440,True,18530,17530
318,1536-HBSWP,0.4642857142857143,0,18530,False,18520,17520
319,1989-PRJHP,0.4642857142857143,1,18520,True,18610,17610
320,2369-FEVNO,0.4642857142857143,0,18610,False,18600,17600
321,2501-XWWTZ,0.4642857142857143,0,18600,False,18590,17590
322,3858-VOBET,0.4642857142857143,1,18590,True,18680,17680
323,4658-HCOHW,0.4642857142857143,1,18680,True,18770,17770
324,4678-DVQEO,0.4642857142857143,1,18770,True,18860,17860
325,5373-SFODM,0.4642857142857143,1,18860,True,18950,17950
326,5651-YLPRD,0.4642857142857143,0,18950,False,18940,17940
327,6048-QBXKL,0.4642857142857143,0,18940,False,18930,17930
328,6128-AQBMT,0.4642857142857143,0,18930,False,18920,17920
329,6173-GOLSU,0.4642857142857143,0,18920,False,18910,17910
330,6377-WHAOX,0.4642857142857143,0,18910,False,18900,17900
331,6542-LWGXJ,0.4642857142857143,0,18900,False,18890,17890
332,7018-WBJNK,0.4642857142857143,0,18890,False,18880,17880
333,7250-EQKIY,0.4642857142857143,1,18880,True,18970,17970
334,8059-UDZFY,0.4642857142857143,0,18970,False,18960,17960
335,9167-APMXZ,0.4642857142857143,0,18960,False,18950,17950
336,9389-ACWBI,0.4642857142857143,0,18950,False,18940,17940
337,9465-RWMXL,0.4642857142857143,1,18940,True,19030,18030
338,9944-AEXBM,0.4642857142857143,0,19030,False,19020,18020
339,0310-MVLET,0.3974358974358974,1,19020,True,19110,18110
340,0581-MDMPW,0.3974358974358974,0,19110,False,19100,18100
341,1319-YLZJG,0.3974358974358974,0,19100,False,19090,18090
342,1452-KIOVK,0.3974358974358974,0,19090,False,19080,18080
343,1471-GIQKQ,0.3974358974358974,0,19080,False,19070,18070
344,2041-JIJCI,0.3974358974358974,0,19070,False,19060,18060
345,2277-DJJDL,0.3974358974358974,0,19060,False,19050,18050
346,2604-IJPDU,0.3974358974358974,0,19050,False,19040,18040
347,2672-OJQZP,0.3974358974358974,0,19040,False,19030,18030
348,3312-ZWLGF,0.3974358974358974,0,19030,False,19020,18020
349,3540-RZJYU,0.3974358974358974,1,19020,True,19110,18110
350,4208-UFFGW,0.3974358974358974,1,19110,True,19200,18200
351,4223-WOZCM,0.3974358974358974,0,19200,False,19190,18190
352,4360-PNRQB,0.3974358974358974,0,19190,False,19180,18180
353,4547-LYTDD,0.3974358974358974,1,19180,True,19270,18270
354,4818-QIUFN,0.3974358974358974,1,19270,True,19360,18360
355,4829-AUOAX,0.3974358974358974,1,19360,True,19450,18450
356,4840-ORQXB,0.3974358974358974,0,19450,False,19440,18440
357,5103-MHMHY,0.3974358974358974,1,19440,True,19530,18530
358,5129-JLPIS,0.3974358974358974,0,19530,False,19520,18520
359,5281-BUZGT,0.3974358974358974,1,19520,True,19610,18610
360,5606-AMZBO,0.3974358974358974,0,19610,False,19600,18600
361,5759-RCVCB,0.3974358974358974,1,19600,True,19690,18690
362,6022-UGGSO,0.3974358974358974,1,19690,True,19780,18780
363,6034-YMTOB,0.3974358974358974,0,19780,False,19770,18770
364,6080-TCMYC,0.3974358974358974,0,19770,False,19760,18760
365,6286-SUUWT,0.3974358974358974,0,19760,False,19750,18750
366,6317-YPKDH,0.3974358974358974,1,19750,True,19840,18840
367,6557-BZXLQ,0.3974358974358974,0,19840,False,19830,18830
368,6770-XUAGN,0.3974358974358974,1,19830,True,19920,18920
369,6834-NXDCA,0.3974358974358974,1,19920,True,20010,19010
370,7054-LGEQW,0.3974358974358974,1,20010,True,20100,19100
371,7529-ZDFXI,0.3974358974358974,0,20100,False,20090,19090
372,7587-RZNME,0.3974358974358974,1,20090,True,20180,19180
373,7603-USHJS,0.3974358974358974,1,20180,True,20270,19270
374,7851-FLGGQ,0.3974358974358974,1,20270,True,20360,19360
375,7855-DIWPO,0.3974358974358974,0,20360,False,20350,19350
376,8058-DMYRU,0.3974358974358974,0,20350,False,20340,19340
377,8393-DLHGA,0.3974358974358974,1,20340,True,20430,19430
378,8714-EUHJO,0.3974358974358974,1,20430,True,20520,19520
379,8749-CLJXC,0.3974358974358974,0,20520,False,20510,19510
380,8785-CJSHH,0.3974358974358974,0,20510,False,20500,19500
381,8849-AYPTR,0.3974358974358974,0,20500,False,20490,19490
382,8914-RBTSB,0.3974358974358974,1,20490,True,20580,19580
383,8988-ECPJR,0.3974358974358974,1,20580,True,20670,19670
384,9048-JVYVF,0.3974358974358974,1,20670,True,20760,19760
385,9283-LZQOH,0.3974358974358974,1,20760,True,20850,19850
386,9369-XFEHK,0.3974358974358974,1,20850,True,20940,19940
387,9508-ILZDG,0.3974358974358974,0,20940,False,20930,19930
388,9576-SYUHJ,0.3974358974358974,0,20930,False,20920,19920
389,9779-DPNEJ,0.3974358974358974,0,20920,False,20910,19910
390,9992-UJOEL,0.3974358974358974,0,20910,False,20900,19900
391,5016-IBERQ,0.3766053754458134,0,20900,False,20890,19890
392,0256-LTHVJ,0.37362637362637363,1,20890,True,20980,19980
393,0410-IPFTY,0.37362637362637363,0,20980,False,20970,19970
394,0430-IHCDJ,0.37362637362637363,0,20970,False,20960,19960
395,0531-ZZJWQ,0.37362637362637363,0,20960,False,20950,19950
396,0730-KOAVE,0.37362637362637363,0,20950,False,20940,19940
397,0778-NELLA,0.37362637362637363,1,20940,True,21030,20030
398,1100-DDVRV,0.37362637362637363,0,21030,False,21020,20020
399,1346-UFHAX,0.37362637362637363,0,21020,False,21010,20010
400,1622-HSHSF,0.37362637362637363,0,21010,False,21000,20000
401,1963-VAUKV,0.37362637362637363,1,21000,True,21090,20090
402,2101-RANCD,0.37362637362637363,0,21090,False,21080,20080
403,2203-GHNWN,0.37362637362637363,0,21080,False,21070,20070
404,2277-VWCNI,0.37362637362637363,0,21070,False,21060,20060
405,2309-OSFEU,0.37362637362637363,1,21060,True,21150,20150
406,2478-EEWWM,0.37362637362637363,0,21150,False,21140,20140
407,2606-RMDHZ,0.37362637362637363,1,21140,True,21230,20230
408,2694-CIUMO,0.37362637362637363,0,21230,False,21220,20220
409,3207-OYBWH,0.37362637362637363,1,21220,True,21310,20310
410,3787-TRIAL,0.37362637362637363,0,21310,False,21300,20300
411,3930-ZGWVE,0.37362637362637363,0,21300,False,21290,20290
412,4581-LNWUM,0.37362637362637363,0,21290,False,21280,20280
413,4937-QPZPO,0.37362637362637363,0,21280,False,21270,20270
414,5301-GAUUY,0.37362637362637363,1,21270,True,21360,20360
415,5419-KLXBN,0.37362637362637363,1,21360,True,21450,20450
416,5461-QKNTN,0.37362637362637363,0,21450,False,21440,20440
417,6304-IJFSQ,0.37362637362637363,1,21440,True,21530,20530
418,6331-LWDTQ,0.37362637362637363,1,21530,True,21620,20620
419,6402-EJMWF,0.37362637362637363,0,21620,False,21610,20610
420,6543-CPZMK,0.37362637362637363,1,21610,True,21700,20700
421,6654-QGBZZ,0.37362637362637363,0,21700,False,21690,20690
422,6704-UTUKK,0.37362637362637363,0,21690,False,21680,20680
423,7239-HZZCX,0.37362637362637363,1,21680,True,21770,20770
424,7279-BUYWN,0.37362637362637363,1,21770,True,21860,20860
