rank,customerID,calibrated_probability,actual_churn,budget_before,success,budget_after,cumulative_profit
54,7273-TEFQD,0.6944444444444444,1,4670,True,4760,3760
55,7817-BOQPW,0.6944444444444444,1,4760,True,4850,3850
56,8375-DKEBR,0.6944444444444444,1,4850,True,4940,3940
57,8775-ERLNB,0.6944444444444444,0,4940,False,4930,3930
58,9334-GWGOW,0.6944444444444444,0,4930,False,4920,3920
59,9878-TNQGW,0.6944444444444444,1,4920,True,5010,4010
60,4229-CZMLL,0.69420185697681,1,5010,True,5100,4100
61,2202-CUYXZ,0.6910761367093148,1,5100,True,5190,4190
62,3519-ZKXGG,0.6842105263157895,1,5190,True,5280,4280
63,6892-XPFPU,0.6842105263157895,1,5280,True,5370,4370
64,6979-ZNSFF,0.6842105263157895,1,5370,True,5460,4460
65,0390-DCFDQ,0.6746987951807228,1,5460,True,5550,4550
66,0679-IDSTG,0.6746987951807228,1,5550,True,5640,4640
67,0841-NULXI,0.6746987951807228,1,5640,True,5730,4730
68,1820-TQVEV,0.6746987951807228,1,5730,True,5820,4820
69,2761-OCIAX,0.6746987951807228,1,5820,True,5910,4910
70,2959-MJHIC,0.6746987951807228,1,5910,True,6000,5000
71,3030-YDNRM,0.6746987951807228,0,6000,False,5990,4990
72,3292-PBZEJ,0.6746987951807228,0,5990,False,5980,4980
73,3338-CVVEH,0.6746987951807228,0,5980,False,5970,4970
74,3707-GNWHM,0.6746987951807228,1,5970,True,6060,5060
75,3716-BDVDB,0.6746987951807228,1,6060,True,6150,5150
76,3750-CKVKH,0.6746987951807228,1,6150,True,6240,5240
77,4735-ASGMA,0.6746987951807228,1,6240,True,6330,5330
78,4806-KEXQR,0.6746987951807228,1,6330,True,6420,5420
79,5542-TBBWB,0.6746987951807228,0,6420,False,6410,5410
80,5698-BQJOH,0.6746987951807228,1,6410,True,6500,5500
81,6856-RAURS,0.6746987951807228,0,6500,False,6490,5490
82,7209-JCUDS,0.6746987951807228,1,6490,True,6580,5580
83,7354-OIJLX,0.6746987951807228,0,6580,False,6570,5570
84,7409-KIUTL,0.6746987951807228,1,6570,True,6660,5660
85,8361-LTMKD,0.6746987951807228,1,6660,True,6750,5750
86,8622-ZLFKO,0.6746987951807228,0,6750,False,6740,5740
87,8752-STIVR,0.6746987951807228,1,6740,True,6830,5830
88,9685-WKZGT,0.6746987951807228,1,6830,True,6920,5920
89,9717-QEBGU,0.6746987951807228,0,6920,False,6910,5910
90,9804-ICWBG,0.6746987951807228,1,6910,True,7000,6000
91,1016-DJTSV,0.6666666666666666,0,7000,False,6990,5990
92,1628-BIZYP,0.6666666666666666,0,6990,False,6980,5980
93,1768-ZAIFU,0.6666666666666666,1,6980,True,7070,6070
94,1853-UDXBW,0.6666666666666666,1,7070,True,7160,6160
95,2254-DLXRI,0.6666666666666666,0,7160,False,7150,6150
96,2439-LYPMQ,0.6666666666666666,0,7150,False,7140,6140
97,3199-XGZCY,0.6666666666666666,0,7140,False,7130,6130
98,3244-DCJWY,0.6666666666666666,1,7130,True,7220,6220
99,3422-LYEPQ,0.6666666666666666,1,7220,True,7310,6310
100,3585-ISXZP,0.6666666666666666,1,7310,True,7400,6400
101,3721-CNEYS,0.6666666666666666,1,7400,True,7490,6490
102,5376-DEQCP,0.6666666666666666,1,7490,True,7580,6580
103,7218-HKQFK,0.6666666666666666,1,7580,True,7670,6670
104,8380-PEFPE,0.6666666666666666,1,7670,True,7760,6760
105,8397-MVTAZ,0.6666666666666666,1,7760,True,7850,6850
106,8541-QVFKM,0.6666666666666666,0,7850,False,7840,6840
107,8699-ASUFO,0.6666666666666666,1,7840,True,7930,6930
108,8821-XNHVZ,0.6666666666666666,1,7930,True,8020,7020
109,9507-EXLTT,0.6666666666666666,1,8020,True,8110,7110
110,5186-SAMNZ,0.6530228015104276,1,8110,True,8200,7200
111,0871-URUWO,0.6486486486486487,1,8200,True,8290,7290
112,1731-TVIUK,0.6486486486486487,1,8290,True,8380,7380
113,1751-NCDLI,0.6486486486486487,0,8380,False,8370,7370
114,2754-SDJRD,0.6486486486486487,0,8370,False,8360,7360
115,5159-YFPKQ,0.6486486486486487,1,8360,True,8450,7450
116,5167-ZFFMM,0.6486486486486487,1,8450,True,8540,7540
117,6047-YHPVI,0.6486486486486487,1,8540,True,8630,7630
118,6077-BDPXA,0.6486486486486487,0,8630,False,8620,7620
119,9279-CJEOJ,0.6486486486486487,0,8620,False,8610,7610
120,2867-UIMSS,0.6451436313514192,1,8610,True,8700,7700
121,0004-TLHLJ,0.6420454545454546,1,8700,True,8790,7790
122,0432-CAJZV,0.6420454545454546,0,8790,False,8780,7780
123,0576-WNXXC,0.6420454545454546,1,8780,True,8870,7870
124,0616-ATFGB,0.6420454545454546,1,8870,True,8960,7960
125,0685-MLYYM,0.6420454545454546,1,8960,True,9050,8050
126,0749-IRGQE,0.6420454545454546,0,9050,False,9040,8040
127,0899-LIIBW,0.6420454545454546,0,9040,False,9030,8030
128,1302-UHBDD,0.6420454545454546,0,9030,False,9020,8020
129,1379-FRVEB,0.6420454545454546,0,9020,False,9010,8010
130,1448-PWKYE,0.6420454545454546,1,9010,True,9100,8100
131,1475-VWVDO,0.6420454545454546,0,9100,False,9090,8090
132,1867-BDVFH,0.6420454545454546,1,9090,True,9180,8180
133,1980-KXVPM,0.6420454545454546,1,9180,True,9270,8270
134,2025-JKFWI,0.6420454545454546,1,9270,True,9360,8360
135,2482-CZGBB,0.6420454545454546,1,9360,True,9450,8450
136,2485-ITVKB,0.6420454545454546,1,9450,True,9540,8540
137,2665-NPTGL,0.6420454545454546,0,9540,False,9530,8530
138,2737-YNGYW,0.6420454545454546,1,9530,True,9620,8620
139,2845-HSJCY,0.6420454545454546,1,9620,True,9710,8710
140,2985-FMWYF,0.6420454545454546,0,9710,False,9700,8700
141,3677-IYRBF,0.6420454545454546,1,9700,True,9790,8790
142,3877-JRJIP,0.6420454545454546,1,9790,True,9880,8880
143,4029-HPFVY,0.6420454545454546,0,9880,False,9870,8870
144,4283-FUTGF,0.6420454545454546,1,9870,True,9960,8960
145,4301-VVZKA,0.6420454545454546,0,9960,False,9950,8950
146,4445-ZJNMU,0.6420454545454546,0,9950,False,9940,8940
147,4631-OACRM,0.6420454545454546,1,9940,True,10030,9030
148,4706-AXVKM,0.6420454545454546,1,10030,True,10120,9120
149,4873-ILOLJ,0.6420454545454546,1,10120,True,10210,9210
150,4983-CCWMC,0.6420454545454546,0,10210,False,10200,9200
151,5144-TVGLP,0.6420454545454546,0,10200,False,10190,9190
152,5196-SGOAK,0.6420454545454546,1,10190,True,10280,9280
153,5228-EXCET,0.6420454545454546,1,10280,True,10370,9370
154,5357-TZHPP,0.6420454545454546,1,10370,True,10460,9460
155,5380-WJKOV,0.6420454545454546,1,10460,True,10550,9550
156,5419-CONWX,0.6420454545454546,1,10550,True,10640,9640
157,5628-FCGYG,0.6420454545454546,0,10640,False,10630,9630
158,6000-APYLU,0.6420454545454546,1,10630,True,10720,9720
159,6137-NICCO,0.6420454545454546,0,10720,False,10710,9710
160,6372-RFVNS,0.6420454545454546,1,10710,True,10800,9800
161,6376-GAHQE,0.6420454545454546,1,10800,True,10890,9890
162,6507-ZJSUR,0.6420454545454546,0,10890,False,10880,9880
163,6543-XRMYR,0.6420454545454546,1,10880,True,10970,9970
164,6705-LXORM,0.6420454545454546,0,10970,False,10960,9960
165,7005-CCBKV,0.6420454545454546,1,10960,True,11050,10050
166,7029-RPUAV,0.6420454545454546,1,11050,True,11140,10140
167,7198-GLXTC,0.6420454545454546,1,11140,True,11230,10230
168,7363-QTBIW,0.6420454545454546,0,11230,False,11220,10220
169,7912-SYRQT,0.6420454545454546,1,11220,True,11310,10310
170,8132-YPVBX,0.6420454545454546,0,11310,False,11300,10300
171,8266-VBFQL,0.6420454545454546,0,11300,False,11290,10290
172,8676-TRMJS,0.6420454545454546,1,11290,True,11380,10380
173,8739-WWKDU,0.6420454545454546,1,11380,True,11470,10470
174,8873-GLDMH,0.6420454545454546,0,11470,False,11460,10460
175,9741-YLNTD,0.6420454545454546,0,11460,False,11450,10450
176,1077-HUUJM,0.6388888888888888,0,11450,False,11440,10440
177,3966-HRMZA,0.6388888888888888,0,11440,False,11430,10430
178,4817-VYYWS,0.6388888888888888,1,11430,True,11520,10520
179,5339-PXDVH,0.6388888888888888,0,11520,False,11510,10510
180,5442-BHQNG,0.6388888888888888,0,11510,False,11500,10500
181,6899-PPEEA,0.6388888888888888,1,11500,True,11590,10590
182,6910-HADCM,0.6388888888888888,1,11590,True,11680,10680
183,9054-FOWNV,0.6388888888888888,0,11680,False,11670,10670
184,9576-ANLXO,0.6388888888888888,1,11670,True,11760,10760
185,9940-RHLFB,0.6388888888888888,1,11760,True,11850,10850
186,0235-KGSLC,0.6153846153846154,1,11850,True,11940,10940
187,7056-IMHCC,0.6153846153846154,1,11940,True,12030,11030
188,7534-BFESC,0.6153846153846154,1,12030,True,12120,11120
189,3908-BLSYF,0.5955835290589399,1,12120,True,12210,11210
190,0023-XUOPT,0.580110497237569,1,12210,True,12300,11300
191,0258-NOKBL,0.580110497237569,0,12300,False,12290,11290
192,0330-IVZHA,0.580110497237569,1,12290,True,12380,11380
193,0376-YMCJC,0.580110497237569,1,12380,True,12470,11470
194,0388-EOPEX,0.580110497237569,1,12470,True,12560,11560
195,0581-BXBUB,0.580110497237569,0,12560,False,12550,11550
196,0923-PNFUB,0.580110497237569,1,12550,True,12640,11640
197,0952-KMEEH,0.580110497237569,1,12640,True,12730,11730
198,0958-YHXGP,0.580110497237569,0,12730,False,12720,11720
199,1024-GUALD,0.580110497237569,1,12720,True,12810,11810
200,1112-CUNAO,0.580110497237569,1,12810,True,12900,11900
201,1236-WFCDV,0.580110497237569,1,12900,True,12990,11990
202,1335-NTIUC,0.580110497237569,0,12990,False,12980,11980
203,1658-TJVOA,0.580110497237569,0,12980,False,12970,11970
204,1989-PRJHP,0.580110497237569,1,12970,True,13060,12060
205,2057-ZBLPD,0.580110497237569,1,13060,True,13150,12150
206,2187-PKZAY,0.580110497237569,0,13150,False,13140,12140
207,2325-NBPZG,0.580110497237569,0,13140,False,13130,12130
208,2754-XBHTB,0.580110497237569,1,13130,True,13220,12220
209,2860-RANUS,0.580110497237569,1,13220,True,13310,12310
210,2919-HBCJO,0.580110497237569,1,13310,True,13400,12400
211,3672-YITQD,0.580110497237569,1,13400,True,13490,12490
212,3717-OEAUQ,0.580110497237569,0,13490,False,13480,12480
213,3858-VOBET,0.580110497237569,1,13480,True,13570,12570
214,4686-UXDML,0.580110497237569,0,13570,False,13560,12560
215,4919-IKATY,0.580110497237569,1,13560,True,13650,12650
216,5480-HPRRX,0.580110497237569,1,13650,True,13740,12740
217,6175-IRFIT,0.580110497237569,0,13740,False,13730,12730
218,6319-IEJWJ,0.580110497237569,1,13730,True,13820,12820
219,6338-AVWCY,0.580110497237569,1,13820,True,13910,12910
220,6680-WKXRZ,0.580110497237569,1,13910,True,14000,13000
221,6704-UTUKK,0.580110497237569,0,14000,False,13990,12990
222,6712-OAWRH,0.580110497237569,1,13990,True,14080,13080
223,6821-BUXUX,0.580110497237569,1,14080,True,14170,13170
224,7278-CKDNC,0.580110497237569,0,14170,False,14160,13160
225,7410-YTJIK,0.580110497237569,1,14160,True,14250,13250
226,7495-OOKFY,0.580110497237569,1,14250,True,14340,13340
227,7861-UVUFT,0.580110497237569,1,14340,True,14430,13430
228,7928-VJYAB,0.580110497237569,0,14430,False,14420,13420
229,7952-OBOYL,0.580110497237569,0,14420,False,14410,13410
230,8445-DNBAE,0.580110497237569,0,14410,False,14400,13400
231,8650-RHRKE,0.580110497237569,1,14400,True,14490,13490
232,8709-KRDVL,0.580110497237569,0,14490,False,14480,13480
233,8818-DOPVL,0.580110497237569,0,14480,False,14470,13470
234,9840-DVNDC,0.580110497237569,1,14470,True,14560,13560
235,9866-QEVEE,0.580110497237569,1,14560,True,14650,13650
236,9907-SWKKF,0.580110497237569,1,14650,True,14740,13740
237,9692-TUSXH,0.5789473684210527,1,14740,True,14830,13830
238,0506-LVNGN,0.5254237288135594,1,14830,True,14920,13920
239,0524-IAVZO,0.5254237288135594,1,14920,True,15010,14010
240,1092-GANHU,0.5254237288135594,1,15010,True,15100,14100
241,1522-VVDMG,0.5254237288135594,1,15100,True,15190,14190
242,1833-TCXKK,0.5254237288135594,0,15190,False,15180,14180
243,2501-XWWTZ,0.5254237288135594,0,15180,False,15170,14170
244,2800-QQUSO,0.5254237288135594,0,15170,False,15160,14160
245,3312-UUMZW,0.5254237288135594,0,15160,False,15150,14150
246,3365-SAIGS,0.5254237288135594,0,15150,False,15140,14140
247,4412-YLTKF,0.5254237288135594,1,15140,True,15230,14230
248,4512-ZUIYL,0.5254237288135594,1,15230,True,15320,14320
249,4547-LYTDD,0.5254237288135594,1,15320,True,15410,14410
250,4647-MUZON,0.5254237288135594,0,15410,False,15400,14400
251,6128-AQBMT,0.5254237288135594,0,15400,False,15390,14390
252,6166-ILMNY,0.5254237288135594,1,15390,True,15480,14480
253,6557-BZXLQ,0.5254237288135594,0,15480,False,15470,14470
254,6651-AZVTJ,0.5254237288135594,1,15470,True,15560,14560
255,7571-YXDAD,0.5254237288135594,1,15560,True,15650,14650
256,8212-DJRCH,0.5254237288135594,0,15650,False,15640,14640
257,8938-UMKPI,0.5254237288135594,1,15640,True,15730,14730
258,9167-APMXZ,0.5254237288135594,0,15730,False,15720,14720
259,9643-AVVWI,0.5254237288135594,0,15720,False,15710,14710
260,9747-DDZOS,0.5254237288135594,1,15710,True,15800,14800
261,0082-OQIQY,0.4943181818181817,0,15800,False,15790,14790
262,0682-USIXD,0.4943181818181817,0,15790,False,15780,14780
263,0876-WDUUZ,0.4943181818181817,1,15780,True,15870,14870
264,0988-JRWWP,0.4943181818181817,0,15870,False,15860,14860
265,1035-IPQPU,0.4943181818181817,0,15860,False,15850,14850
266,1100-DDVRV,0.4943181818181817,0,15850,False,15840,14840
267,1261-FWTTE,0.4943181818181817,0,15840,False,15830,14830
268,1894-IGFSG,0.4943181818181817,1,15830,True,15920,14920
269,2041-JIJCI,0.4943181818181817,0,15920,False,15910,14910
270,2309-OSFEU,0.4943181818181817,1,15910,True,16000,15000
271,2587-EKXTS,0.4943181818181817,0,16000,False,15990,14990
272,2955-BJZHG,0.4943181818181817,1,15990,True,16080,15080
273,3063-QFSZL,0.4943181818181817,1,16080,True,16170,15170
274,3334-CTHOL,0.4943181818181817,1,16170,True,16260,15260
275,4360-PNRQB,0.4943181818181817,0,16260,False,16250,15250
276,4581-LNWUM,0.4943181818181817,0,16250,False,16240,15240
277,4706-DGAHW,0.4943181818181817,0,16240,False,16230,15230
278,4818-QIUFN,0.4943181818181817,1,16230,True,16320,15320
279,5022-JNQEQ,0.4943181818181817,0,16320,False,16310,15310
280,5281-BUZGT,0.4943181818181817,1,16310,True,16400,15400
281,5331-RGMTT,0.4943181818181817,0,16400,False,16390,15390
282,5501-TVMGM,0.4943181818181817,0,16390,False,16380,15380
283,5760-FXFVO,0.4943181818181817,0,16380,False,16370,15370
284,6034-YMTOB,0.4943181818181817,0,16370,False,16360,15360
285,6284-AHOOQ,0.4943181818181817,1,16360,True,16450,15450
286,6377-WHAOX,0.4943181818181817,0,16450,False,16440,15440
287,6481-ESCNL,0.4943181818181817,0,16440,False,16430,15430
288,6646-QVXLR,0.4943181818181817,1,16430,True,16520,15520
289,6661-HBGWL,0.4943181818181817,1,16520,True,16610,15610
290,7181-OQCUT,0.4943181818181817,0,16610,False,16600,15600
291,7279-BUYWN,0.4943181818181817,1,16600,True,16690,15690
292,7470-MCQTK,0.4943181818181817,1,16690,True,16780,15780
293,7603-USHJS,0.4943181818181817,1,16780,True,16870,15870
294,7748-UMTRK,0.4943181818181817,0,16870,False,16860,15860
295,7855-DIWPO,0.4943181818181817,0,16860,False,16850,15850
296,8059-UDZFY,0.4943181818181817,0,16850,False,16840,15840
297,8080-DDEMJ,0.4943181818181817,1,16840,True,16930,15930
298,8160-HOWOX,0.4943181818181817,0,16930,False,16920,15920
299,8393-DLHGA,0.4943181818181817,1,16920,True,17010,16010
300,8621-MNIHH,0.4943181818181817,1,17010,True,17100,16100
301,8778-LMWTJ,0.4943181818181817,0,17100,False,17090,16090
302,8849-AYPTR,0.4943181818181817,0,17090,False,17080,16080
303,8914-RBTSB,0.4943181818181817,1,17080,True,17170,16170
304,8993-PHFWD,0.4943181818181817,1,17170,True,17260,16260
305,9050-QLROH,0.4943181818181817,1,17260,True,17350,16350
306,9227-LUNBG,0.4943181818181817,1,17350,True,17440,16440
307,9450-TRJUU,0.4943181818181817,0,17440,False,17430,16430
308,9465-RWMXL,0.4943181818181817,1,17430,True,17520,16520
309,9512-UIBFX,0.4943181818181817,1,17520,True,17610,16610
310,9572-WUKSB,0.4943181818181817,0,17610,False,17600,16600
311,9779-DPNEJ,0.4943181818181817,0,17600,False,17590,16590
312,9979-RGMZT,0.4943181818181817,0,17590,False,17580,16580
313,3587-PMCOY,0.45242030684721024,0,17580,False,17570,16570
314,5226-NOZFC,0.4445839131417479,0,17570,False,17560,16560
315,6608-QQLVK,0.4191801517384941,1,17560,True,17650,16650
316,0422-UXFAP,0.40298507462686567,0,17650,False,17640,16640
317,0778-NELLA,0.40298507462686567,1,17640,True,17730,16730
318,0963-ZBDRN,0.40298507462686567,1,17730,True,17820,16820
319,1357-BIJKI,0.40298507462686567,0,17820,False,17810,16810
320,1902-XBTFB,0.40298507462686567,1,17810,True,17900,16900
321,1965-DDBWU,0.40298507462686567,1,17900,True,17990,16990
322,2277-DJJDL,0.40298507462686567,0,17990,False,17980,16980
323,2277-VWCNI,0.40298507462686567,0,17980,False,17970,16970
324,2386-LAHRK,0.40298507462686567,1,17970,True,18060,17060
325,2452-KDRRH,0.40298507462686567,0,18060,False,18050,17050
326,4846-WHAFZ,0.40298507462686567,1,18050,True,18140,17140
327,4947-DSMXK,0.40298507462686567,0,18140,False,18130,17130
328,5650-YLIBA,0.40298507462686567,0,18130,False,18120,17120
329,5889-JTMUL,0.40298507462686567,1,18120,True,18210,17210
330,6729-GDNGC,0.40298507462686567,0,18210,False,18200,17200
331,6834-NXDCA,0.40298507462686567,1,18200,True,18290,17290
332,7018-WBJNK,0.40298507462686567,0,18290,False,18280,17280
333,7587-RZNME,0.40298507462686567,1,18280,True,18370,17370
334,8696-JKZNU,0.40298507462686567,1,18370,True,18460,17460
335,8785-CJSHH,0.40298507462686567,0,18460,False,18450,17450
336,8903-XEBGX,0.40298507462686567,0,18450,False,18440,17440
337,9283-LZQOH,0.40298507462686567,1,18440,True,18530,17530
338,9851-KIELU,0.40298507462686567,1,18530,True,18620,17620
339,9944-AEXBM,0.40298507462686567,0,18620,False,18610,17610
340,8058-DMYRU,0.38043679930951463,0,18610,False,18600,17600
341,0096-BXERS,0.37755102040816324,0,18600,False,18590,17590
342,0256-LTHVJ,0.37755102040816324,1,18590,True,18680,17680
343,0322-CHQRU,0.37755102040816324,1,18680,True,18770,17770
344,0327-WFZSY,0.37755102040816324,0,18770,False,18760,17760
345,0430-IHCDJ,0.37755102040816324,0,18760,False,18750,17750
346,0531-ZZJWQ,0.37755102040816324,0,18750,False,18740,17740
347,0581-MDMPW,0.37755102040816324,0,18740,False,18730,17730
348,0599-XNYDO,0.37755102040816324,0,18730,False,18720,17720
349,0823-HSCDJ,0.37755102040816324,1,18720,True,18810,17810
350,1310-QRITU,0.37755102040816324,0,18810,False,18800,17800
351,1319-YLZJG,0.37755102040816324,0,18800,False,18790,17790
352,1346-UFHAX,0.37755102040816324,0,18790,False,18780,17780
353,1452-KIOVK,0.37755102040816324,0,18780,False,18770,17770
354,1536-HBSWP,0.37755102040816324,0,18770,False,18760,17760
355,1942-OQFRW,0.37755102040816324,0,18760,False,18750,17750
356,2070-FNEXE,0.37755102040816324,1,18750,True,18840,17840
357,2178-PMGCJ,0.37755102040816324,0,18840,False,18830,17830
358,2203-GHNWN,0.37755102040816324,0,18830,False,18820,17820
359,2227-JRSJX,0.37755102040816324,0,18820,False,18810,17810
360,2478-EEWWM,0.37755102040816324,0,18810,False,18800,17800
361,2606-RMDHZ,0.37755102040816324,1,18800,True,18890,17890
362,2694-CIUMO,0.37755102040816324,0,18890,False,18880,17880
363,2782-LFZVW,0.37755102040816324,0,18880,False,18870,17870
364,2924-KHUVI,0.37755102040816324,0,18870,False,18860,17860
365,2971-SGAFL,0.37755102040816324,0,18860,False,18850,17850
366,3094-JOJAI,0.37755102040816324,0,18850,False,18840,17840
367,3197-ARFOY,0.37755102040816324,0,18840,False,18830,17830
368,3312-ZWLGF,0.37755102040816324,0,18830,False,18820,17820
369,3331-HQDTW,0.37755102040816324,1,18820,True,18910,17910
370,3374-LXDEV,0.37755102040816324,1,18910,True,19000,18000
371,3524-WQDSG,0.37755102040816324,0,19000,False,18990,17990
372,3540-RZJYU,0.37755102040816324,1,18990,True,19080,18080
373,3567-PQTSO,0.37755102040816324,0,19080,False,19070,18070
374,3627-FHKBK,0.37755102040816324,1,19070,True,19160,18160
375,3756-VNWDH,0.37755102040816324,0,19160,False,19150,18150
376,3891-PUQOD,0.37755102040816324,1,19150,True,19240,18240
377,3932-CMDTD,0.37755102040816324,1,19240,True,19330,18330
378,4154-AQUGT,0.37755102040816324,1,19330,True,19420,18420
379,4208-UFFGW,0.37755102040816324,1,19420,True,19510,18510
380,4223-WOZCM,0.37755102040816324,0,19510,False,19500,18500
381,4237-RLAQD,0.37755102040816324,1,19500,True,19590,18590
382,4248-QPAVC,0.37755102040816324,1,19590,True,19680,18680
383,4317-VTEOA,0.37755102040816324,1,19680,True,19770,18770
384,4570-QHXHL,0.37755102040816324,0,19770,False,19760,18760
385,4619-EVPHY,0.37755102040816324,0,19760,False,19750,18750
386,4658-HCOHW,0.37755102040816324,1,19750,True,19840,18840
387,4678-DVQEO,0.37755102040816324,1,19840,True,19930,18930
388,4690-LLKUA,0.37755102040816324,1,19930,True,20020,19020
389,4840-ORQXB,0.37755102040816324,0,20020,False,20010,19010
390,4937-QPZPO,0.37755102040816324,0,20010,False,20000,19000
391,5016-IBERQ,0.37755102040816324,0,20000,False,19990,18990
392,5129-JLPIS,0.37755102040816324,0,19990,False,19980,18980
393,5133-POWUA,0.37755102040816324,0,19980,False,19970,18970
394,5373-SFODM,0.37755102040816324,1,19970,True,20060,19060
395,5461-QKNTN,0.37755102040816324,0,20060,False,20050,19050
396,5606-AMZBO,0.37755102040816324,0,20050,False,20040,19040
397,5692-FPTAH,0.37755102040816324,1,20040,True,20130,19130
398,5759-RCVCB,0.37755102040816324,1,20130,True,20220,19220
399,5828-AVIPD,0.37755102040816324,1,20220,True,20310,19310
400,6022-UGGSO,0.37755102040816324,1,20310,True,20400,19400
401,6048-QBXKL,0.37755102040816324,0,20400,False,20390,19390
402,6080-TCMYC,0.37755102040816324,0,20390,False,20380,19380
403,6158-HDPXZ,0.37755102040816324,0,20380,False,20370,19370
404,6173-GOLSU,0.37755102040816324,0,20370,False,20360,19360
405,6331-LWDTQ,0.37755102040816324,1,20360,True,20450,19450
406,6402-EJMWF,0.37755102040816324,0,20450,False,20440,19440
407,6542-LWGXJ,0.37755102040816324,0,20440,False,20430,19430
408,6543-CPZMK,0.37755102040816324,1,20430,True,20520,19520
409,6710-HSJRD,0.37755102040816324,0,20520,False,20510,19510
410,6946-LMSQS,0.37755102040816324,1,20510,True,20600,19600
411,7067-KSAZT,0.37755102040816324,1,20600,True,20690,19690
412,7404-JLKQG,0.37755102040816324,0,20690,False,20680,19680
413,7503-QQRVF,0.37755102040816324,1,20680,True,20770,19770
414,7504-UWHNB,0.37755102040816324,0,20770,False,20760,19760
415,7529-ZDFXI,0.37755102040816324,0,20760,False,20750,19750
416,7663-RGWBC,0.37755102040816324,1,20750,True,20840,19840
417,7851-FLGGQ,0.37755102040816324,1,20840,True,20930,19930
418,7881-EVUAD,0.37755102040816324,1,20930,True,21020,20020
419,8033-VCZGH,0.37755102040816324,0,21020,False,21010,20010
420,8280-MQRQN,0.37755102040816324,1,21010,True,21100,20100
421,8378-LKJAF,0.37755102040816324,0,21100,False,21090,20090
422,8601-QACRS,0.37755102040816324,1,21090,True,21180,20180
423,8714-EUHJO,0.37755102040816324,1,21180,True,21270,20270
