rank,row_index,customerID,calibrated_probability,actual_churn,budget_before,success,budget_after,cumulative_profit
36,510,4750-ZRXIU,0.8960396039603961,1,3750,True,3840,2840
37,41,4927-WWOOZ,0.8960396039603961,0,3840,False,3830,2830
38,872,5167-ZFFMM,0.8960396039603961,1,3830,True,3920,2920
39,816,5186-SAMNZ,0.8960396039603961,1,3920,True,4010,3010
40,813,5196-SGOAK,0.8960396039603961,1,4010,True,4100,3100
41,124,5376-DEQCP,0.8960396039603961,1,4100,True,4190,3190
42,713,5419-CONWX,0.8960396039603961,1,4190,True,4280,3280
43,629,5542-TBBWB,0.8960396039603961,0,4280,False,4270,3270
44,647,6023-YEBUP,0.8960396039603961,1,4270,True,4360,3360
45,344,6230-BSUXY,0.8960396039603961,1,4360,True,4450,3450
46,771,6372-RFVNS,0.8960396039603961,1,4450,True,4540,3540
47,1355,6630-UJZMY,0.8960396039603961,0,4540,False,4530,3530
48,710,6857-VWJDT,0.8960396039603961,1,4530,True,4620,3620
49,1175,6861-XWTWQ,0.8960396039603961,1,4620,True,4710,3710
50,121,6910-HADCM,0.8960396039603961,1,4710,True,4800,3800
51,234,7180-PISOG,0.8960396039603961,1,4800,True,4890,3890
52,359,7209-JCUDS,0.8960396039603961,1,4890,True,4980,3980
53,749,7409-KIUTL,0.8960396039603961,1,4980,True,5070,4070
54,995,8161-QYMTT,0.8960396039603961,0,5070,False,5060,4060
55,1289,8375-DKEBR,0.8960396039603961,1,5060,True,5150,4150
56,594,8380-PEFPE,0.8960396039603961,1,5150,True,5240,4240
57,654,8593-WHYHV,0.8960396039603961,1,5240,True,5330,4330
58,746,8622-ZLFKO,0.8960396039603961,0,5330,False,5320,4320
59,814,8739-XNIKG,0.8960396039603961,0,5320,False,5310,4310
60,1222,8775-ERLNB,0.8960396039603961,0,5310,False,5300,4300
61,69,8821-XNHVZ,0.8960396039603961,1,5300,True,5390,4390
62,1164,8884-ADFVN,0.8960396039603961,1,5390,True,5480,4480
63,627,9057-SIHCH,0.8960396039603961,1,5480,True,5570,4570
64,618,9248-OJYKK,0.8960396039603961,1,5570,True,5660,4660
65,940,9507-EXLTT,0.8960396039603961,1,5660,True,5750,4750
66,1252,9804-ICWBG,0.8960396039603961,1,5750,True,5840,4840
67,728,1320-HTRDR,0.8354430379746833,1,5840,True,5930,4930
68,533,1731-TVIUK,0.8354430379746833,1,5930,True,6020,5020
69,484,3292-PBZEJ,0.8354430379746833,0,6020,False,6010,5010
70,1092,3320-VEOYC,0.8354430379746833,0,6010,False,6000,5000
71,224,3338-CVVEH,0.8354430379746833,0,6000,False,5990,4990
72,604,4445-ZJNMU,0.8354430379746833,0,5990,False,5980,4980
73,417,4713-LZDRV,0.8354430379746833,1,5980,True,6070,5070
74,1118,5052-PNLOS,0.8354430379746833,1,6070,True,6160,5160
75,900,6137-NICCO,0.8354430379746833,0,6160,False,6150,5150
76,454,6969-MVBAI,0.8354430379746833,0,6150,False,6140,5140
77,621,6979-ZNSFF,0.8354430379746833,1,6140,True,6230,5230
78,828,7817-BOQPW,0.8354430379746833,1,6230,True,6320,5320
79,154,8258-GSTJK,0.8354430379746833,1,6320,True,6410,5410
80,100,9221-OTIVJ,0.8354430379746833,1,6410,True,6500,5500
81,29,9611-CTWIH,0.8354430379746833,1,6500,True,6590,5590
82,648,9940-RHLFB,0.8354430379746833,1,6590,True,6680,5680
83,1034,7249-WBIYX,0.7888916182680666,1,6680,True,6770,5770
84,1133,7218-HKQFK,0.7777777777777778,1,6770,True,6860,5860
85,566,0616-ATFGB,0.6666666666666666,1,6860,True,6950,5950
86,114,1024-GUALD,0.6666666666666666,1,6950,True,7040,6040
87,693,3519-ZKXGG,0.6666666666666666,1,7040,True,7130,6130
88,1285,4090-KPJIP,0.6666666666666666,0,7130,False,7120,6120
89,229,4115-NZRKS,0.6666666666666666,0,7120,False,7110,6110
90,304,6328-ZPBGN,0.6666666666666666,1,7110,True,7200,6200
91,586,8083-YTZES,0.6666666666666666,1,7200,True,7290,6290
92,235,8443-ZRDBZ,0.6666666666666666,1,7290,True,7380,6380
93,488,9878-TNQGW,0.6666666666666666,1,7380,True,7470,6470
94,1127,5698-BQJOH,0.6472660232733308,1,7470,True,7560,6560
95,1338,3877-JRJIP,0.6470588235294118,1,7560,True,7650,6650
96,568,8245-UMPYT,0.6470588235294118,1,7650,True,7740,6740
97,27,0871-URUWO,0.6415094339622641,1,7740,True,7830,6830
98,634,1751-NCDLI,0.6415094339622641,0,7830,False,7820,6820
99,954,1980-KXVPM,0.6415094339622641,1,7820,True,7910,6910
100,1048,2077-MPJQO,0.6415094339622641,0,7910,False,7900,6900
101,360,2485-ITVKB,0.6415094339622641,1,7900,True,7990,6990
102,1300,2495-INZWQ,0.6415094339622641,1,7990,True,8080,7080
103,1286,2737-YNGYW,0.6415094339622641,1,8080,True,8170,7170
104,774,2959-MJHIC,0.6415094339622641,1,8170,True,8260,7260
105,663,3030-YDNRM,0.6415094339622641,0,8260,False,8250,7250
106,1257,3063-QFSZL,0.6415094339622641,1,8250,True,8340,7340
107,46,3199-XGZCY,0.6415094339622641,0,8340,False,8330,7330
108,593,3585-ISXZP,0.6415094339622641,1,8330,True,8420,7420
109,240,3677-IYRBF,0.6415094339622641,1,8420,True,8510,7510
110,882,3721-CNEYS,0.6415094339622641,1,8510,True,8600,7600
111,182,4229-CZMLL,0.6415094339622641,1,8600,True,8690,7690
112,1274,4342-HENTK,0.6415094339622641,1,8690,True,8780,7780
113,13,4706-AXVKM,0.6415094339622641,1,8780,True,8870,7870
114,408,4735-ASGMA,0.6415094339622641,1,8870,True,8960,7960
115,1066,4806-KEXQR,0.6415094339622641,1,8960,True,9050,8050
116,246,4919-IKATY,0.6415094339622641,1,9050,True,9140,8140
117,1117,5159-YFPKQ,0.6415094339622641,1,9140,True,9230,8230
118,1399,5357-TZHPP,0.6415094339622641,1,9230,True,9320,8320
119,1215,5382-SOYZL,0.6415094339622641,0,9320,False,9310,8310
120,1082,5501-TVMGM,0.6415094339622641,0,9310,False,9300,8300
121,898,6077-BDPXA,0.6415094339622641,0,9300,False,9290,8290
122,880,6608-QQLVK,0.6415094339622641,1,9290,True,9380,8380
123,1327,6821-BUXUX,0.6415094339622641,1,9380,True,9470,8470
124,943,6856-RAURS,0.6415094339622641,0,9470,False,9460,8460
125,228,6892-XPFPU,0.6415094339622641,1,9460,True,9550,8550
126,794,7005-CCBKV,0.6415094339622641,1,9550,True,9640,8640
127,958,7130-VTEWQ,0.6415094339622641,1,9640,True,9730,8730
128,20,7235-NXZCP,0.6415094339622641,1,9730,True,9820,8820
129,567,7273-TEFQD,0.6415094339622641,1,9820,True,9910,8910
130,1123,7354-OIJLX,0.6415094339622641,0,9910,False,9900,8900
131,495,7952-OBOYL,0.6415094339622641,0,9900,False,9890,8890
132,275,8132-YPVBX,0.6415094339622641,0,9890,False,9880,8880
133,310,8266-VBFQL,0.6415094339622641,0,9880,False,9870,8870
134,1088,8361-LTMKD,0.6415094339622641,1,9870,True,9960,8960
135,726,8445-DNBAE,0.6415094339622641,0,9960,False,9950,8950
136,1298,8541-QVFKM,0.6415094339622641,0,9950,False,9940,8940
137,987,8752-STIVR,0.6415094339622641,1,9940,True,10030,9030
138,973,9334-GWGOW,0.6415094339622641,0,10030,False,10020,9020
139,830,9685-WKZGT,0.6415094339622641,1,10020,True,10110,9110
140,555,9717-QEBGU,0.6415094339622641,0,10110,False,10100,9100
141,264,9747-DDZOS,0.6415094339622641,1,10100,True,10190,9190
142,45,9851-KIELU,0.6415094339622641,1,10190,True,10280,9280
143,87,9907-SWKKF,0.6415094339622641,1,10280,True,10370,9370
144,833,0004-TLHLJ,0.6304347826086957,1,10370,True,10460,9460
145,111,0432-CAJZV,0.6304347826086957,0,10460,False,10450,9450
146,1270,0506-LVNGN,0.6304347826086957,1,10450,True,10540,9540
147,556,0876-WDUUZ,0.6304347826086957,1,10540,True,10630,9630
148,914,2057-ZBLPD,0.6304347826086957,1,10630,True,10720,9720
149,920,2439-LYPMQ,0.6304347826086957,0,10720,False,10710,9710
150,960,2761-OCIAX,0.6304347826086957,1,10710,True,10800,9800
151,1056,2845-HSJCY,0.6304347826086957,1,10800,True,10890,9890
152,1172,2985-FMWYF,0.6304347826086957,0,10890,False,10880,9880
153,948,3750-CKVKH,0.6304347826086957,1,10880,True,10970,9970
154,653,4631-OACRM,0.6304347826086957,1,10970,True,11060,10060
155,1208,4706-DGAHW,0.6304347826086957,0,11060,False,11050,10050
156,966,5480-HPRRX,0.6304347826086957,1,11050,True,11140,10140
157,387,6000-APYLU,0.6304347826086957,1,11140,True,11230,10230
158,1288,6047-YHPVI,0.6304347826086957,1,11230,True,11320,10320
159,349,7029-RPUAV,0.6304347826086957,1,11320,True,11410,10410
160,1211,7198-GLXTC,0.6304347826086957,1,11410,True,11500,10500
161,711,7363-QTBIW,0.6304347826086957,0,11500,False,11490,10490
162,1379,7495-OOKFY,0.6304347826086957,1,11490,True,11580,10580
163,904,8080-DDEMJ,0.6304347826086957,1,11580,True,11670,10670
164,383,9741-YLNTD,0.6304347826086957,0,11670,False,11660,10660
165,572,3908-BLSYF,0.6179988812391176,1,11660,True,11750,10750
166,1373,0023-XUOPT,0.6047619047619047,1,11750,True,11840,10840
167,449,0258-NOKBL,0.6047619047619047,0,11840,False,11830,10830
168,180,0330-IVZHA,0.6047619047619047,1,11830,True,11920,10920
169,266,0388-EOPEX,0.6047619047619047,1,11920,True,12010,11010
170,288,0524-IAVZO,0.6047619047619047,1,12010,True,12100,11100
171,949,0576-WNXXC,0.6047619047619047,1,12100,True,12190,11190
172,538,0685-MLYYM,0.6047619047619047,1,12190,True,12280,11280
173,1267,0923-PNFUB,0.6047619047619047,1,12280,True,12370,11370
174,245,0952-KMEEH,0.6047619047619047,1,12370,True,12460,11460
175,1102,0958-YHXGP,0.6047619047619047,0,12460,False,12450,11450
176,548,0988-JRWWP,0.6047619047619047,0,12450,False,12440,11440
177,491,1016-DJTSV,0.6047619047619047,0,12440,False,12430,11430
178,480,1077-HUUJM,0.6047619047619047,0,12430,False,12420,11420
179,411,1112-CUNAO,0.6047619047619047,1,12420,True,12510,11510
180,17,1379-FRVEB,0.6047619047619047,0,12510,False,12500,11500
181,881,1475-VWVDO,0.6047619047619047,0,12500,False,12490,11490
182,370,1522-VVDMG,0.6047619047619047,1,12490,True,12580,11580
183,282,1536-HBSWP,0.6047619047619047,0,12580,False,12570,11570
184,302,1658-TJVOA,0.6047619047619047,0,12570,False,12560,11560
185,743,1867-BDVFH,0.6047619047619047,1,12560,True,12650,11650
186,1027,1942-OQFRW,0.6047619047619047,0,12650,False,12640,11640
187,601,2025-JKFWI,0.6047619047619047,1,12640,True,12730,11730
188,993,2187-PKZAY,0.6047619047619047,0,12730,False,12720,11720
189,311,2325-NBPZG,0.6047619047619047,0,12720,False,12710,11710
190,735,2386-LAHRK,0.6047619047619047,1,12710,True,12800,11800
191,101,2482-CZGBB,0.6047619047619047,1,12800,True,12890,11890
192,371,2665-NPTGL,0.6047619047619047,0,12890,False,12880,11880
193,55,2754-XBHTB,0.6047619047619047,1,12880,True,12970,11970
194,450,2800-QQUSO,0.6047619047619047,0,12970,False,12960,11960
195,90,2860-RANUS,0.6047619047619047,1,12960,True,13050,12050
196,319,2919-HBCJO,0.6047619047619047,1,13050,True,13140,12140
197,1159,3334-CTHOL,0.6047619047619047,1,13140,True,13230,12230
198,723,3365-SAIGS,0.6047619047619047,0,13230,False,13220,12220
199,1333,3627-FHKBK,0.6047619047619047,1,13220,True,13310,12310
200,1093,3672-YITQD,0.6047619047619047,1,13310,True,13400,12400
201,502,3717-OEAUQ,0.6047619047619047,0,13400,False,13390,12390
202,244,3891-PUQOD,0.6047619047619047,1,13390,True,13480,12480
203,142,3966-HRMZA,0.6047619047619047,0,13480,False,13470,12470
204,1396,4029-HPFVY,0.6047619047619047,0,13470,False,13460,12460
205,399,4237-RLAQD,0.6047619047619047,1,13460,True,13550,12550
206,192,4283-FUTGF,0.6047619047619047,1,13550,True,13640,12640
207,641,4301-VVZKA,0.6047619047619047,0,13640,False,13630,12630
208,573,4317-VTEOA,0.6047619047619047,1,13630,True,13720,12720
209,1064,4512-ZUIYL,0.6047619047619047,1,13720,True,13810,12810
210,678,4678-DVQEO,0.6047619047619047,1,13810,True,13900,12900
211,5,4686-UXDML,0.6047619047619047,0,13900,False,13890,12890
212,674,4817-VYYWS,0.6047619047619047,1,13890,True,13980,12980
213,1236,4873-ILOLJ,0.6047619047619047,1,13980,True,14070,13070
214,427,4983-CCWMC,0.6047619047619047,0,14070,False,14060,13060
215,1213,5133-POWUA,0.6047619047619047,0,14060,False,14050,13050
216,1191,5144-TVGLP,0.6047619047619047,0,14050,False,14040,13040
217,1339,5228-EXCET,0.6047619047619047,1,14040,True,14130,13130
218,734,5339-PXDVH,0.6047619047619047,0,14130,False,14120,13120
219,818,5380-WJKOV,0.6047619047619047,1,14120,True,14210,13210
220,321,5442-BHQNG,0.6047619047619047,0,14210,False,14200,13200
221,1269,5628-FCGYG,0.6047619047619047,0,14200,False,14190,13190
222,158,5692-FPTAH,0.6047619047619047,1,14190,True,14280,13280
223,770,6034-YMTOB,0.6047619047619047,0,14280,False,14270,13270
224,1249,6048-QBXKL,0.6047619047619047,0,14270,False,14260,13260
225,712,6158-HDPXZ,0.6047619047619047,0,14260,False,14250,13250
226,336,6166-ILMNY,0.6047619047619047,1,14250,True,14340,13340
227,156,6175-IRFIT,0.6047619047619047,0,14340,False,14330,13330
228,157,6317-YPKDH,0.6047619047619047,1,14330,True,14420,13420
229,231,6319-IEJWJ,0.6047619047619047,1,14420,True,14510,13510
230,1250,6338-AVWCY,0.6047619047619047,1,14510,True,14600,13600
231,907,6376-GAHQE,0.6047619047619047,1,14600,True,14690,13690
232,718,6507-ZJSUR,0.6047619047619047,0,14690,False,14680,13680
233,921,6543-XRMYR,0.6047619047619047,1,14680,True,14770,13770
234,1320,6651-AZVTJ,0.6047619047619047,1,14770,True,14860,13860
235,1120,6661-HBGWL,0.6047619047619047,1,14860,True,14950,13950
236,1058,6680-WKXRZ,0.6047619047619047,1,14950,True,15040,14040
237,957,6705-LXORM,0.6047619047619047,0,15040,False,15030,14030
238,128,6712-OAWRH,0.6047619047619047,1,15030,True,15120,14120
239,1007,6899-PPEEA,0.6047619047619047,1,15120,True,15210,14210
240,925,7054-LGEQW,0.6047619047619047,1,15210,True,15300,14300
241,950,7056-IMHCC,0.6047619047619047,1,15300,True,15390,14390
242,322,7250-EQKIY,0.6047619047619047,1,15390,True,15480,14480
243,412,7571-YXDAD,0.6047619047619047,1,15480,True,15570,14570
244,894,7663-RGWBC,0.6047619047619047,1,15570,True,15660,14660
245,357,7748-UMTRK,0.6047619047619047,0,15660,False,15650,14650
246,980,7851-FLGGQ,0.6047619047619047,1,15650,True,15740,14740
247,1334,7861-UVUFT,0.6047619047619047,1,15740,True,15830,14830
248,557,7881-EVUAD,0.6047619047619047,1,15830,True,15920,14920
249,1346,7912-SYRQT,0.6047619047619047,1,15920,True,16010,15010
250,369,7928-VJYAB,0.6047619047619047,0,16010,False,16000,15000
251,1074,8212-DJRCH,0.6047619047619047,0,16000,False,15990,14990
252,979,8280-MQRQN,0.6047619047619047,1,15990,True,16080,15080
253,603,8397-MVTAZ,0.6047619047619047,1,16080,True,16170,15170
254,544,8650-RHRKE,0.6047619047619047,1,16170,True,16260,15260
255,1158,8676-TRMJS,0.6047619047619047,1,16260,True,16350,15350
256,847,8699-ASUFO,0.6047619047619047,1,16350,True,16440,15440
257,581,8709-KRDVL,0.6047619047619047,0,16440,False,16430,15430
258,1040,8739-WWKDU,0.6047619047619047,1,16430,True,16520,15520
259,499,8818-DOPVL,0.6047619047619047,0,16520,False,16510,15510
260,86,8873-GLDMH,0.6047619047619047,0,16510,False,16500,15500
261,493,8903-XEBGX,0.6047619047619047,0,16500,False,16490,15490
262,622,8938-UMKPI,0.6047619047619047,1,16490,True,16580,15580
263,854,8993-PHFWD,0.6047619047619047,1,16580,True,16670,15670
264,327,9054-FOWNV,0.6047619047619047,0,16670,False,16660,15660
265,1292,9227-LUNBG,0.6047619047619047,1,16660,True,16750,15750
266,1171,9279-CJEOJ,0.6047619047619047,0,16750,False,16740,15740
267,389,9420-LOJKX,0.6047619047619047,1,16740,True,16830,15830
268,1146,9576-ANLXO,0.6047619047619047,1,16830,True,16920,15920
269,113,9638-JIQYA,0.6047619047619047,0,16920,False,16910,15910
270,839,9643-AVVWI,0.6047619047619047,0,16910,False,16900,15900
271,1229,9692-TUSXH,0.6047619047619047,1,16900,True,16990,15990
272,269,9752-ZNQUT,0.6047619047619047,0,16990,False,16980,15980
273,685,9840-DVNDC,0.6047619047619047,1,16980,True,17070,16070
274,976,0581-BXBUB,0.5238095238095238,0,17070,False,17060,16060
275,239,0899-LIIBW,0.5238095238095238,0,17060,False,17050,16050
276,1112,2672-OJQZP,0.5238095238095238,0,17050,False,17040,16040
277,707,4846-WHAFZ,0.5238095238095238,1,17040,True,17130,16130
278,426,5022-JNQEQ,0.5238095238095238,0,17130,False,17120,16120
279,392,5129-JLPIS,0.5238095238095238,0,17120,False,17110,16110
280,116,7587-RZNME,0.5238095238095238,1,17110,True,17200,16200
281,1148,8696-JKZNU,0.5238095238095238,1,17200,True,17290,16290
282,783,5759-RCVCB,0.5,1,17290,True,17380,16380
283,1053,7181-OQCUT,0.5,0,17380,False,17370,16370
284,1186,0322-CHQRU,0.4976303317535545,1,17370,True,17460,16460
285,1152,0682-USIXD,0.4976303317535545,0,17460,False,17450,16450
286,913,1035-IPQPU,0.4976303317535545,0,17450,False,17440,16440
287,347,1092-GANHU,0.4976303317535545,1,17440,True,17530,16530
288,589,1236-WFCDV,0.4976303317535545,1,17530,True,17620,16620
289,797,1240-KNSEZ,0.4976303317535545,1,17620,True,17710,16710
290,277,1302-UHBDD,0.4976303317535545,0,17710,False,17700,16700
291,775,1319-YLZJG,0.4976303317535545,0,17700,False,17690,16690
292,280,1335-NTIUC,0.4976303317535545,0,17690,False,17680,16680
293,191,1471-GIQKQ,0.4976303317535545,0,17680,False,17670,16670
294,1106,1833-TCXKK,0.4976303317535545,0,17670,False,17660,16660
295,994,1895-QTKDO,0.4976303317535545,0,17660,False,17650,16650
296,523,1902-XBTFB,0.4976303317535545,1,17650,True,17740,16740
297,1216,1989-PRJHP,0.4976303317535545,1,17740,True,17830,16830
298,481,2041-JIJCI,0.4976303317535545,0,17830,False,17820,16820
299,198,2277-DJJDL,0.4976303317535545,0,17820,False,17810,16810
300,1067,2369-FEVNO,0.4976303317535545,0,17810,False,17800,16800
301,284,2694-CIUMO,0.4976303317535545,0,17800,False,17790,16790
302,1126,3197-ARFOY,0.4976303317535545,0,17790,False,17780,16780
303,906,3312-UUMZW,0.4976303317535545,0,17780,False,17770,16770
304,1061,3374-LXDEV,0.4976303317535545,1,17770,True,17860,16860
305,1386,3524-WQDSG,0.4976303317535545,0,17860,False,17850,16850
306,1187,3587-PMCOY,0.4976303317535545,0,17850,False,17840,16840
307,65,3658-KIBGF,0.4976303317535545,1,17840,True,17930,16930
308,93,3858-VOBET,0.4976303317535545,1,17930,True,18020,17020
309,1217,4154-AQUGT,0.4976303317535545,1,18020,True,18110,17110
310,211,4223-WOZCM,0.4976303317535545,0,18110,False,18100,17100
311,1271,4329-YPDDQ,0.4976303317535545,0,18100,False,18090,17090
312,826,4412-YLTKF,0.4976303317535545,1,18090,True,18180,17180
313,479,4547-LYTDD,0.4976303317535545,1,18180,True,18270,17270
314,1073,4647-MUZON,0.4976303317535545,0,18270,False,18260,17260
315,88,4658-HCOHW,0.4976303317535545,1,18260,True,18350,17350
316,1377,4818-QIUFN,0.4976303317535545,1,18350,True,18440,17440
317,94,5103-MHMHY,0.4976303317535545,1,18440,True,18530,17530
318,571,5207-PLSTK,0.4976303317535545,0,18530,False,18520,17520
319,1390,5331-RGMTT,0.4976303317535545,0,18520,False,18510,17510
320,31,5351-QESIO,0.4976303317535545,0,18510,False,18500,17500
321,1190,5650-YLIBA,0.4976303317535545,0,18500,False,18490,17490
322,817,5760-FXFVO,0.4976303317535545,0,18490,False,18480,17480
323,1352,5889-JTMUL,0.4976303317535545,1,18480,True,18570,17570
324,1094,6080-TCMYC,0.4976303317535545,0,18570,False,18560,17560
325,559,6377-WHAOX,0.4976303317535545,0,18560,False,18550,17550
326,1022,6557-BZXLQ,0.4976303317535545,0,18550,False,18540,17540
327,102,7018-WBJNK,0.4976303317535545,0,18540,False,18530,17530
328,764,7278-CKDNC,0.4976303317535545,0,18530,False,18520,17520
329,1200,7279-BUYWN,0.4976303317535545,1,18520,True,18610,17610
330,1224,7410-YTJIK,0.4976303317535545,1,18610,True,18700,17700
331,72,7534-BFESC,0.4976303317535545,1,18700,True,18790,17790
332,441,7603-USHJS,0.4976303317535545,1,18790,True,18880,17880
333,194,8059-UDZFY,0.4976303317535545,0,18880,False,18870,17870
334,448,8160-HOWOX,0.4976303317535545,0,18870,False,18860,17860
335,863,8378-LKJAF,0.4976303317535545,0,18860,False,18850,17850
336,241,8393-DLHGA,0.4976303317535545,1,18850,True,18940,17940
337,1388,8601-QACRS,0.4976303317535545,1,18940,True,19030,18030
338,1163,8621-MNIHH,0.4976303317535545,1,19030,True,19120,18120
339,1149,8757-TFHHJ,0.4976303317535545,0,19120,False,19110,18110
340,684,8778-LMWTJ,0.4976303317535545,0,19110,False,19100,18100
341,1182,8785-CJSHH,0.4976303317535545,0,19100,False,19090,18090
342,1151,9048-JVYVF,0.4976303317535545,1,19090,True,19180,18180
343,1155,9050-QLROH,0.4976303317535545,1,19180,True,19270,18270
344,565,9167-APMXZ,0.4976303317535545,0,19270,False,19260,18260
345,77,9283-LZQOH,0.4976303317535545,1,19260,True,19350,18350
346,96,9389-ACWBI,0.4976303317535545,0,19350,False,19340,18340
347,218,9465-RWMXL,0.4976303317535545,1,19340,True,19430,18430
348,270,9572-WUKSB,0.4976303317535545,0,19430,False,19420,18420
349,530,9779-DPNEJ,0.4976303317535545,0,19420,False,19410,18410
350,628,9866-QEVEE,0.4976303317535545,1,19410,True,19500,18500
351,1225,9927-DSWDF,0.4976303317535545,0,19500,False,19490,18490
352,670,9992-UJOEL,0.4976303317535545,0,19490,False,19480,18480
353,26,1894-IGFSG,0.4,1,19480,True,19570,18570
354,6,2227-JRSJX,0.4,0,19570,False,19560,18560
355,1160,6331-LWDTQ,0.38380811933613707,1,19560,True,19650,18650
356,477,0015-UOCOJ,0.3740648379052369,0,19650,False,19640,18640
357,217,0082-OQIQY,0.3740648379052369,0,19640,False,19630,18630
358,884,0096-BXERS,0.3740648379052369,0,19630,False,19620,18620
359,478,0256-LTHVJ,0.3740648379052369,1,19620,True,19710,18710
360,1368,0265-PSUAE,0.3740648379052369,0,19710,False,19700,18700
361,1322,0310-MVLET,0.3740648379052369,1,19700,True,19790,18790
362,1223,0376-YMCJC,0.3740648379052369,1,19790,True,19880,18880
363,766,0422-UXFAP,0.3740648379052369,0,19880,False,19870,18870
364,798,0430-IHCDJ,0.3740648379052369,0,19870,False,19860,18860
365,249,0531-ZZJWQ,0.3740648379052369,0,19860,False,19850,18850
366,1001,0581-MDMPW,0.3740648379052369,0,19850,False,19840,18840
367,801,0749-IRGQE,0.3740648379052369,0,19840,False,19830,18830
368,1378,0778-NELLA,0.3740648379052369,1,19830,True,19920,18920
369,1284,0823-HSCDJ,0.3740648379052369,1,19920,True,20010,19010
370,829,0963-ZBDRN,0.3740648379052369,1,20010,True,20100,19100
371,139,0979-PHULV,0.3740648379052369,1,20100,True,20190,19190
372,222,1100-DDVRV,0.3740648379052369,0,20190,False,20180,19180
373,864,1310-QRITU,0.3740648379052369,0,20180,False,20170,19170
374,117,1346-UFHAX,0.3740648379052369,0,20170,False,20160,19160
375,1307,1452-KIOVK,0.3740648379052369,0,20160,False,20150,19150
376,343,1541-ETJZO,0.3740648379052369,1,20150,True,20240,19240
377,1101,1587-FKLZB,0.3740648379052369,1,20240,True,20330,19330
378,1369,1622-HSHSF,0.3740648379052369,0,20330,False,20320,19320
379,1104,1816-FLZDK,0.3740648379052369,0,20320,False,20310,19310
380,856,1965-DDBWU,0.3740648379052369,1,20310,True,20400,19400
381,1347,2070-FNEXE,0.3740648379052369,1,20400,True,20490,19490
382,1395,2101-RANCD,0.3740648379052369,0,20490,False,20480,19480
383,945,2203-GHNWN,0.3740648379052369,0,20480,False,20470,19470
384,1084,2277-VWCNI,0.3740648379052369,0,20470,False,20460,19460
385,1135,2309-OSFEU,0.3740648379052369,1,20460,True,20550,19550
386,259,2452-KDRRH,0.3740648379052369,0,20550,False,20540,19540
387,999,2480-SQIOB,0.3740648379052369,0,20540,False,20530,19530
388,175,2501-XWWTZ,0.3740648379052369,0,20530,False,20520,19520
389,268,2587-EKXTS,0.3740648379052369,0,20520,False,20510,19510
390,174,2604-IJPDU,0.3740648379052369,0,20510,False,20500,19500
391,650,2606-RMDHZ,0.3740648379052369,1,20500,True,20590,19590
392,1246,2720-FVBQP,0.3740648379052369,0,20590,False,20580,19580
393,199,2911-WDXMV,0.3740648379052369,0,20580,False,20570,19570
394,1150,2955-BJZHG,0.3740648379052369,1,20570,True,20660,19660
